site_id,year,N_fert_grower,N_fert_reduced,dul_dep,ll15_dep,root_depth,whc,LAI_max,rain_annual,day_sow,swdef_photo_fw,swdef_expan_fw,swdef_pheno_fw,L1,day_v5,sw_dep_v5,biomass_v5,surfaceom_wt_v5,root_wt_v5,lai_v5,oc_20cm_v5,oc_40cm_v5,n_20cm_v5,n_40cm_v5,n_60cm_v5,n_0_60cm_v5,n_deep_v5,esw_pct_v5,water_table_v5,sand_40cm,om_40cm,clay_40cm,restriction,rain_1,rain_2,rain_3,rain_4,rain_5,rain_6,tmean_1,tmean_2,tmean_3,tmean_4,tmean_5,tmean_6,rad_1,rad_2,rad_3,rad_4,rad_5,rad_6,Y_corn_lt_avg,lat,long,P,junk1,junk2,junk3,junk4,junk5,junk6,junk7,junk8,junk9,junk10,junk11,junk12,junk13,junk14,junk15
3116,2017,180,140,642.8,383.1,1995,259.6,NA,893,NA,0.9982,0.9914,1,5.968,137,715.8,783.9,294.2,NA,0.564,2.272,2.247,8.713,21.26,33.25,NA,50.07,1,2000,4,3.738,27.39,250,177,253,54,NA,20,315,5.218,NA,21.21,23.57,NA,13.57,11.48,19.59,22.32,19.72,20.84,12.47,13290,39.43,-89.24,1872,33,6.2,100734,22.7,NA,1.94,24.6,8.03,F5,F1,0,0,55,NA,F1
3117,2018,180,140,640.8,379.6,2000,261.1,NA,1160,101,1,1,1,32.01,137,668.9,547,NA,852.9,0.563,2.058,1.993,NA,15.61,20.28,45.7,26.98,1,2000,4,3.298,26.63,NA,291,75,41,218,47,488,0.7723,15.63,23.95,24.93,25.92,13.63,11.54,NA,20.28,17.78,21.21,12.28,13230,NA,-89.24,1723,47,9.29,84790,30.3,10,NA,5.67,4.01,F5,F2,0,0,40,122,F1
3128,2017,200,160,624.7,347.4,1972,277.4,3.531,908,100,1,0.9989,1,3.967,136,695.2,850.8,281.3,716.9,0.569,2.219,2.071,8.136,19,29.81,56.95,46.36,1,2000,4.792,3.406,25.13,250,212,249,108,60,14,265,5.13,15.97,21.44,23.62,27.17,13.54,11.31,19.74,22.09,20.83,NA,12.34,13220,39.34,NA,1903,29,9.29,201155,NA,5,9.68,22.7,8.03,F5,F1,0,0,48,122,F1
3147,2018,200,160,631.2,359.8,2000,271.4,3.215,1127,101,NA,1,1,44.34,136.9,654.4,NA,352.4,NA,0.6011,1.399,1.356,8.028,17.33,27.06,52.42,NA,1,2000,4,2.263,22.73,250,NA,77,53,154,58.5,485.5,0.849,NA,23.9,NA,26.04,13.71,11.48,20.99,19.67,17.88,20.87,12.31,13050,39.31,-89.52,1579,NA,6.2,182302,22.7,9,5.81,5.67,4.01,F5,F2,NA,NA,40,NA,F1
3151,2018,180,140,645.8,386.4,2000,NA,3.132,1152,101,1,1,1,31.97,137,674.3,553.6,353,NA,0.572,NA,NA,10.64,16.05,20.63,47.32,28.68,1,2000,NA,3.702,27.99,250,310,75,48,173,58,NA,0.9233,15.72,23.95,24.95,26.07,NA,11.41,20.96,20.12,NA,20.76,12.27,13110,NA,-89.39,1760,40,9.29,87771,22.7,9,5.81,5.67,24.1,F5,F1,0,1628,45,122,F1
3155,2018,190,150,637.6,372.6,NA,265.1,3.15,1159,101,1,1,1,34.92,136.8,668.6,NA,383.2,837.3,0.5584,2.022,1.984,9.472,14.6,19.07,43.14,27.11,1,2000,4.472,3.294,25.5,250,NA,77,45,194,42,484,0.9505,15.59,23.82,24.98,25.96,13.72,11.52,21.01,20.37,18.02,20.99,12.31,13330,39.31,-89.32,1772,64,9.29,153894,18.9,13,9.68,22.7,20.1,F5,F1,0,NA,40,92,F1
3156,2017,170,130,637.9,378.2,2000,259.7,3.191,913,101,0.9985,0.9789,1,9.529,136.2,718.9,815.3,314.6,765.5,0.5679,2.174,2.148,7.576,NA,29.63,55.69,47.32,1,2000,4,3.564,26.43,250,NA,269,48,88,14,318,5.344,15.85,21.33,23.57,26.61,13.62,11.5,19.51,22.26,19.76,21.16,12.51,13350,39.35,-89.24,1908,32,9.29,131224,22.7,9,5.81,18.9,4.01,F5,F2,0,0,NA,122,F1
3166,2017,180,140,640.3,380.1,2000,260.2,NA,893,99,1,1,1,3.186,134,730.2,756.6,283.5,729,0.524,2.189,2.162,7.94,19.79,31.31,59.05,48.71,1,2000,4.183,3.593,26.87,NA,208,251,64,101,0,269,5.174,15.78,21.35,23.67,27.06,13.79,11.18,19.51,22.38,20.53,21.64,12.38,13290,39.26,-90.08,2007,51,NA,157327,9.46,3,5.81,NA,NA,F3,F2,0,0,8,122,F1
3181,2018,180,140,NA,385.1,NA,260.1,3.206,NA,101,1,0.9982,1,36.79,136.9,676.3,665.4,337.8,821,NA,2.268,2.245,10.27,14.99,19.09,44.34,27.56,1,2000,4.282,3.74,27.87,250,310,89,61,122,62.72,491.3,0.9282,15.8,23.94,25.08,26.2,13.77,11.5,20.78,19.82,17.48,21.09,12.37,NA,39.21,-89.73,1533,36,15.5,90159,30.3,10,5.81,15.1,24.1,F5,F1,0,0,40,122,F1
3189,2018,200,160,624.5,356,2000,NA,3.17,1121,101,NA,1,1,37.97,136.6,NA,687.3,358.2,825.6,0.6066,1.937,1.892,NA,12.22,15.98,36.43,24.13,1,2000,4,3.15,22.02,250,319,75,48,150,45.2,483.8,1.032,15.72,23.87,25.02,26.14,13.83,11.38,21.08,20.29,17.76,21.21,12.32,13170,39.22,-89.55,1616,49,9.29,236913,22.7,9,13.6,15.1,8.03,NA,F1,0,0,45,122,F1
3211,2018,190,150,631,370.5,2000,260.5,3.55,1148,99,1,1,1,39.7,135,NA,531.6,NA,850.6,0.499,2.034,2.002,9,14.4,19,42.4,26.84,1,2000,4,3.309,24.92,250,286,100,105,98,52,507,1.053,14.99,24.12,25.5,26.33,13.89,11.37,20.6,19.02,17.95,21.24,12.24,13350,NA,-90,1699,29,18.6,106972,24.6,14,NA,18.9,8.03,NA,F1,NA,0,35,122,F1
3215,2018,180,140,636.1,372.9,2000,263.2,3.55,1168,99,1,NA,1,49.83,136,674.5,596,366.8,824.1,0.565,2.22,2.196,11.92,21.94,32,65.86,51.09,NA,2000,4,3.657,24.73,250,303,99,NA,101,61,503,1.023,15.11,24.16,25.4,26.23,13.83,11.39,20.42,19.41,17.99,NA,12.26,13290,39.12,-89.94,1646,27,6.2,216013,22.7,9,5.81,NA,4.01,F5,F2,0,0,40,122,F1
3229,2018,170,130,574.6,331,1961,243.6,2.993,1087,103,1,1,1,46.3,139,597,597.8,379.9,898.8,0.595,2.9,2.866,13.21,19.27,24,56.48,31.5,1,2000,6.98,4.829,29.09,250,273,60,98,NA,38,508,-0.004854,15.61,23.67,24.75,24.19,NA,11.72,20.74,20.28,18.09,22.1,11.84,13060,39.79,-88.77,1787,20,9.29,NA,30.3,10,9.68,26.5,16.1,F5,F2,0,0,40,122,F1
3258,2017,170,130,616.3,334,2000,282.4,3.246,868,NA,NA,1,NA,10.08,139,699.6,743.7,310.3,767.5,0.595,2.44,2.376,NA,22.84,34.33,67.04,51.91,1,20.51,3.725,3.974,28.07,250,182,233,60,47,NA,294,4.951,16.17,21.25,23.48,25.88,NA,11.55,19.26,22.48,19.62,20.12,12.26,13420,39.75,-89.11,1980,48,9.29,50402,30.3,10,NA,NA,20.1,F5,F2,0,0,40,122,F1
3270,2017,180,140,585.2,337.1,1915,NA,3.203,1028,103,0.9989,0.994,NA,25,NA,628.1,796.4,316.9,786.8,0.585,2.706,2.658,9.93,21.29,32.03,63.25,50.54,1,1927,6.321,4.475,28.23,250,185,NA,93,60,97,NA,4.711,15.87,20.97,23.24,25.51,12.8,11.55,19.09,22.45,19.48,19.18,12.13,12850,39.73,-88.82,1827,29,9.29,162551,24.6,14,NA,18.9,24.1,F2,F1,0,0,40,52.6,F2
3276,2017,120,80,573.9,301.1,2000,272.8,NA,1079,109,1,1,1,NA,153,614.4,858.5,321.6,842,0.561,2.663,2.656,14.37,25.98,NA,73.22,43.82,1,NA,5.666,4.452,26.2,250,263,210,NA,196,34,272,2.294,13.44,21.69,22.7,20.09,8.743,11.41,20.44,21.28,19.97,21.16,10.41,14540,41.82,NA,2108,56,9.29,92215,13.2,5,1.94,5.67,8.03,F5,F1,0,0,40,NA,F2
3283,2018,220,180,582.8,315.1,2000,267.7,3.53,1136,109,1,1,1,77.87,146,630.5,741.3,449.6,1046,0.552,3.201,3.15,16.79,30.93,38.73,86.45,50.17,NA,2000,7.388,5.196,31.61,250,195,138,260,NA,20,439,-2.734,14.99,22.11,NA,21.27,9.468,12.11,21,18.64,21.8,21.16,NA,14290,41.78,-89.21,2019,22,9.29,214399,30.3,10,9.68,22.7,16.1,F5,F1,NA,0,30,122,F1
3290,2017,180,140,NA,NA,NA,310.4,3.128,1034,106,1,1,NA,12.81,148,563.6,831.4,292.4,809,0.591,1.539,1.496,6.143,NA,19.03,38.09,36.59,1,NA,4.95,2.497,20.39,250,226,NA,106,51,167,246,2.389,13.78,NA,21.8,22.58,9.84,NA,19.13,22.02,20.65,19.93,11,13700,NA,-90.18,1903,42,6.2,271521,30.3,10,5.81,20.8,4.01,F4,F2,0,0,40,122,F2
3293,2018,160,120,510.8,247.9,2000,263,3.186,1241,105,1,NA,1,72.62,144,547.5,769.5,449.4,1005,0.5869,2.196,NA,NA,24.84,32.19,69.82,44.32,0.999,2000,13.07,NA,20.68,250,195,128,132,73,NA,631,-2.662,13.95,23.28,23.34,22.4,10.37,12.02,20.33,19.82,20.45,NA,10.78,NA,41.8,-90.03,1839,30,9.29,164190,17,11,5.81,18.9,4.01,NA,F2,5178,0,52,122,F2
3299,2018,180,140,304.1,139.9,NA,164.3,3.092,1257,105,1,1,1,65.92,144,307.3,737.7,449.3,1013,0.577,0.8664,0.819,3.675,NA,8.601,18.78,26.74,1,2000,55.3,1.365,13.88,250,201,135,140,75,93,613,-2.724,13.84,23.1,23.31,22.42,10.37,12.01,20.11,19.45,20.43,NA,10.79,NA,NA,-89.85,1803,29,9.29,161478,18.9,13,9.68,1.89,8.03,F2,F1,0,0,40,75.6,F1
3318,2017,140,100,604,320.4,NA,283.6,NA,1122,108,1,1,1,22.1,151,645,812.1,304.8,858.4,0.538,2.161,2.153,11.27,NA,25.69,57.12,36.7,1,2000,4.188,3.597,24.89,250,268,NA,98,194,40,300,2.245,13.33,21.49,22.68,20.01,8.922,11.25,19.97,NA,19.97,20.86,10.46,14420,41.75,NA,2088,32,9.29,194901,22.7,9,5.81,1.89,NA,F5,F2,0,0,40,122,F1
3333,2018,180,140,531.4,303.5,2000,227.9,3.513,1246,112,0.9998,0.9955,1,27.82,149,548.9,684.4,439.3,1008,0.523,NA,1.149,5.127,10.07,NA,28.69,20.31,1,2000,11.45,1.902,24.84,250,213,118,282,59,49,525,-2.94,15.29,20.47,22.21,NA,7.845,12.41,NA,18.65,21.95,20.11,9.758,13860,42.52,-88.75,2068,32,9.29,113504,18.9,13,5.81,7.56,4.01,F5,F2,0,0,NA,NA,F2
3339,2018,120,80,376,150,NA,226,NA,1225,112,1,1,1,63.7,149,392.3,679.2,443.3,1002,0.52,3.2,3.113,17,32.7,41.7,91.4,52.43,1,2000,6.908,5.143,30.83,250,NA,120,258,NA,46,538,-2.875,15.2,20.42,22.38,NA,8.02,12.29,21.1,18.79,22.18,NA,9.677,14160,42.47,-88.63,2170,32,15.5,190290,22.7,NA,5.81,9.46,4.01,F5,NA,0,0,40,69,F1
3341,2018,140,100,447.2,228.2,2000,219,3.482,1271,NA,0.9648,0.8867,1,46.84,NA,442.2,NA,NA,1010,0.504,2.136,2.043,9.933,19.38,26.06,NA,42.85,0.9771,2000,14.16,3.319,23.68,250,223,128,NA,48,46,567,-2.814,15.18,20.39,22.15,21.56,7.895,12.55,21.07,18.94,22.23,19.78,9.581,NA,42.45,-88.43,2077,53,9.29,NA,18.9,13,5.81,15.1,NA,F5,F2,0,NA,35,122,F1
3345,2018,150,110,450.1,195.4,NA,254.7,3.499,1214,113,0.9765,NA,1,38.68,150,443,730.8,460.2,1010,0.557,2.332,2.235,9.905,17.95,22.24,50.1,30.88,0.972,2000,21.02,3.587,23.28,250,214,123,249,37,43,NA,-2.794,15.2,20.33,22.04,21.92,NA,12.29,21.29,19.06,21.99,19.85,9.398,13490,42.49,-88.35,NA,49,9.29,225454,15.1,12,5.81,NA,4.01,F5,F2,0,0,45,122,F2
3350,2017,160,120,NA,330.8,2000,274.1,3.525,1107,111,1,1,1,20.56,156,641.6,822.4,291.5,857.2,0.5497,NA,2.397,13.38,24.42,31.79,69.59,47.54,0.9974,2000,2.265,4.06,29.53,250,283,209,180.2,188.8,NA,211,1.637,13.14,20.92,21.49,20.07,7.526,11.46,20.34,20.74,19.64,19.82,9.816,14260,42.4,-88.9,2156,38,9.29,132879,22.7,9,NA,5.67,4.01,F5,F2,7298,0,NA,122,F2
3368,2017,130,90,499.3,262.2,2000,237,3.529,NA,112,1,1,1,NA,NA,NA,757.5,305.8,829.7,0.51,2.46,2.394,17.31,NA,36.55,83.35,52.68,0.9456,2000,15.52,3.915,23.75,250,317,NA,152,NA,57,223,NA,13.09,20.98,NA,20.31,7.827,11.64,20.49,21.45,19.46,19.46,9.732,13160,42.39,-88.33,2188,50,9.29,158680,24.6,14,5.81,7.56,4.01,F5,F2,0,0,50,NA,F2
3376,2018,110,70,NA,138.9,2000,228.7,3.526,1315,111,1,1,1,60.21,148,394.4,712.3,418.8,992.9,0.5358,NA,2.853,NA,26,32.52,72.46,39.28,1,2000,7.955,4.715,27.39,250,207,132,279,56,65,576,-2.773,15.25,20.81,23.13,21.49,8.602,12.17,21.24,18.62,22.25,19.37,9.873,14140,NA,-88.7,NA,49,6.2,79019,24.6,14,13.6,18.9,20.1,F5,F1,0,0,16,122,F1
3410,2018,180,140,491.1,264.4,2000,226.8,3.549,1267,111,1,1,1,31.78,148,536.7,725.2,416.1,964.7,0.545,1.403,1.257,NA,14.46,18.48,40.67,23.23,1,2000,10.93,NA,21.6,250,192,125,NA,48,69,511,-2.664,NA,21.18,23.28,21.55,8.883,12,21.22,18.48,NA,NA,NA,14240,42.13,-88.85,NA,39,NA,143123,17,11,5.81,5.67,4.01,F5,NA,0,2415,40,122,F2
3426,2017,140,100,576.8,309.4,1998,267.3,3.539,1094,111,1,1,1,14.89,154,593,NA,NA,825.1,0.513,2.518,NA,17.16,32.01,41.33,NA,55.41,1,2000,6.944,4.066,23.61,250,NA,183,NA,224,22,NA,2.372,13.36,21.48,22.34,20.4,8.463,11.44,NA,20.78,18.7,20.84,10.22,14050,42.07,-88.93,2069,40,9.29,323790,30.3,10,5.81,15.1,4.01,NA,F2,0,0,40,122,F1
3435,2018,120,80,557.6,306.3,2000,251.3,NA,1160,NA,1,1,1,42.55,148,615,723.7,401.6,1038,0.549,2.852,2.814,NA,21.98,27.92,61.83,36.87,1,2000,7.005,4.677,27.8,250,213,NA,233,59,31,NA,-2.585,15.76,21.1,23.34,21.54,8.932,12.45,21.13,18.92,22.06,NA,10.17,14490,42.01,-88.63,2148,51,9.29,185283,30.3,10,NA,7.56,NA,F5,F2,0,NA,45,122,F2
3447,2018,120,80,606.6,346.9,1762,259.7,3.537,1099,NA,1,1,1,18.06,148,NA,741.9,NA,1024,0.553,2.263,2.189,11.39,21.75,27.39,60.53,33.43,1,2000,5.068,3.656,25.57,250,183,NA,306,51,54,367,-2.919,15.66,NA,23.09,21.2,NA,12.76,21.59,18.48,22.63,19.88,10.37,13840,41.95,-88.91,2162,34,9.29,111567,22.7,9,9.68,26.5,16.1,F5,F2,0,0,40,122,F1
3459,2018,140,100,527.6,291.8,2000,235.8,3.526,1174,112,NA,1,1,38.26,148,NA,743.9,NA,NA,0.564,NA,2.302,10.68,18.93,23.63,53.24,31.99,1,2000,7.799,3.787,25.63,250,221,156,277,49,57,414,-2.359,15.91,21.28,23.66,21.71,9.257,12.52,21.3,18.76,22.4,NA,10.23,14230,41.92,-88.57,NA,24,9.29,556660,22.7,9,9.68,7.56,12,F5,F2,4101,0,50,122,F1
3460,2017,140,100,564.3,308.9,2000,255.4,3.525,1064,111,1,1,1,32.11,NA,594.8,859.1,NA,828.2,0.517,2.88,2.844,17.85,31.47,38.65,87.98,48.23,1,2000,NA,4.728,27.92,250,248,194,112,168,34,308,NA,13.45,21.48,22.32,20.49,8.689,11.64,20.54,21.09,19.14,21.05,10.09,14060,41.97,-88.46,2145,38,9.29,65390,15.1,12,5.81,5.67,4.01,F5,F2,0,NA,45,122,F1
3478,2017,140,100,620,361.5,1906,258.5,3.541,1026,111,0.9866,0.9621,1,17.56,154,633.2,860.3,341.5,845.4,0.519,2.463,2.403,16.56,NA,35.04,80.39,43.11,1,2000,4.96,4.045,27.4,250,252,173,NA,NA,34,325,2.421,13.42,21.48,22.18,20.21,8.422,NA,20.59,21.11,19.38,20.89,10.14,13720,41.86,-88.61,2145,18,9.29,166889,NA,10,9.68,11.3,16.1,F3,F1,0,1602,35,122,F1
3490,2018,100,60,590,324.4,1959,265.6,3.536,1062,110,1,1,NA,31,147,630.8,686.2,417.3,1038,0.513,2.642,NA,13.26,27.92,37.42,78.6,48.59,NA,2000,6.577,4.314,25.07,250,186,143,208,76,45,404,-3.066,15.16,21.5,NA,21,8.633,12.62,21.51,18.93,22.06,20.28,10.37,14410,41.78,-88.92,2213,35,9.29,374524,28.4,15,5.81,18.9,4.01,F5,F2,0,0,75,122,F2
3503,2018,100,60,NA,352.5,1974,263.4,3.543,1126,109,1,1,1,36.56,146,672.9,681.6,403.6,1053,0.506,2.806,2.763,11.97,22.99,29.69,64.65,37.95,1,2000,5.811,4.655,28,250,203,163,230,58,15,457,-2.397,14.82,NA,23.77,21.55,NA,12.15,21.23,19.1,22.04,20.97,10.31,NA,41.74,-88.67,NA,35,9.29,187711,22.7,9,9.68,13.2,NA,F5,NA,0,NA,40,122,F1
3514,2018,100,60,627.1,370.4,NA,256.7,3.511,1002,110,1,1,1,26.41,147,665.5,716.7,418.6,1024,NA,2.672,2.633,14.35,29.97,38.95,83.26,NA,1,2000,5.216,4.439,28.61,250,206,116,178,73,NA,397,-2.918,15.37,21.67,23.14,20.89,NA,12.44,21.6,18.72,21.74,NA,10.49,14130,41.67,-88.88,2136,32,9.29,198068,22.7,9,5.81,5.67,4.01,F5,F2,0,0,NA,122,F1
3515,2017,140,100,606,NA,1871,263.8,3.552,1199,109,0.9857,0.9506,1,23.33,153,628.5,944.9,330.2,834.6,0.572,2.37,2.32,13.31,25.16,33.26,71.73,48.62,1,2000,5.33,NA,NA,250,NA,211,82,200,25,407,2.321,13.42,21.67,22.36,20.1,8.867,NA,20.16,21.02,19.99,21.37,10.32,13440,41.67,-88.82,2081,23,9.29,60331,30.3,10,9.68,5.67,8.03,NA,F2,0,0,40,122,F1
3547,2017,170,130,618,340,2000,278,2.894,946,105,1,1,1,3.225,146,656.7,885.9,357.1,858.4,0.606,1.912,1.808,9.723,18.94,24.39,53.05,30.47,1,2000,3.01,3.024,29.1,250,183,213,72,85,171,222,2.417,14.01,22.48,22.1,22.87,10.22,11.14,19.47,22.2,20.72,19.95,11.29,13680,41.61,-90.41,1840,49,9.29,155489,24.6,14,5.81,18.9,4.01,F5,F2,0,0,50,122,F2
3548,2018,180,140,595.4,308.1,2000,287.3,3.212,1187,105,1,1,1,32.74,143,583.2,735.7,452.3,978.7,0.582,1.353,1.201,11.25,NA,27.64,60.59,34.21,0.9578,2000,5.44,2.009,27.05,250,173,99,122,NA,72,623,-2.329,14.29,NA,23.92,NA,10.74,NA,20.48,19.97,20.22,20.65,11.26,13550,41.64,-90.42,1813,39,12.4,163237,30.3,10,5.81,9.46,NA,F5,F2,0,0,65,122,F1
3561,2017,190,150,534.4,283.9,2000,250.5,2.973,980,NA,1,1,1,7.969,143,590,851.7,365,870.6,0.6,NA,1.266,7.086,NA,17.64,38.13,25.42,1,2000,21.74,2.066,20.32,131.1,194,196,71,95,157,NA,NA,14.12,21.77,22.51,23.08,10.71,10.96,19.62,NA,20.09,20.47,11.41,13210,NA,-90.27,NA,28,9.29,331381,18.9,13,9.68,1.89,NA,F5,F2,0,0,40,122,F1
3582,2017,160,120,594.2,NA,2000,261.5,3.209,882,102,0.9998,0.9978,1,16.81,142,NA,792.7,388.4,919.3,0.619,1.645,1.617,11.78,25.81,33.42,71.01,40.67,1,923.9,7.722,2.736,29.24,250,160,152,69,99,114,288,NA,14.35,21.56,22.38,24.36,11.12,10.96,19.45,22.7,20.14,19.07,NA,13560,41.35,-91.02,1917,45,9.29,27332,22.7,9,1.94,22.7,8.03,F5,F1,0,0,40,122,F1
3594,2017,160,120,606.9,323.4,NA,283.5,3.216,962,105,1,1,1,31.82,146,NA,942.5,363.9,866.1,0.627,2.288,2.271,13.03,26.8,35.48,75.31,46.84,1,2000,3.231,3.781,25.67,250,208,158,44,99,108,345,2.452,14.17,22.29,22.25,23.31,10.42,11.33,19.64,22.86,19.76,19.77,11.41,13860,NA,-90.69,2001,NA,6.2,150553,18.9,13,9.68,1.89,16.1,NA,F1,0,0,NA,122,F1
3606,2017,160,120,600.7,309.2,2000,291.5,3.104,859,102,1,0.9991,1,6.798,142,638.9,798.8,352,860.6,0.628,1.828,1.543,13.39,23.03,27.38,63.8,31.05,1,2000,6.463,2.512,23.06,250,NA,145,48,98,82,321,2.588,14.41,21.53,NA,24.57,11.19,10.82,19.32,22.8,20.21,18.97,11.53,13340,41.3,-91.17,1860,47,3.1,168191,30.3,10,5.81,5.67,4.01,F5,NA,0,0,40,NA,F1
3634,2018,180,140,594,320.9,2000,273.2,3.548,NA,NA,1,1,1,22.68,148,625.3,660.5,475.2,1018,0.507,1.379,1.09,9.575,18.98,25.61,54.17,34.67,1,2000,4.841,1.821,21.59,250,182,93,209,133,80,NA,-3.414,16.09,21.11,22.91,21.16,8.002,12.71,21.23,18.8,22.05,20.24,9.679,14590,42.5,-90.08,2224,73,NA,84390,17,11,7.75,NA,8.03,F5,F1,0,0,32,122,F1
3637,2017,160,120,605.7,322.3,2000,283.5,3.528,1094,113,1,1,1,6.125,156,637.7,834,323.7,836.1,0.549,1.718,1.677,9.889,18.94,25.87,54.7,40.27,1,2000,3.955,2.804,24.08,250,246,178,166,256,48,200,1.509,NA,21.07,21.66,19.61,7.35,11.57,20.01,21.14,20.37,19.6,9.795,14700,42.46,-89.9,2218,NA,NA,162312,22.7,9,1.94,22.7,8.03,F2,F2,0,0,45,75.6,F1
3642,2018,140,100,629.9,363.8,2000,NA,3.186,1197,103,1,1,1,29.86,143,682,736,403.5,1036,0.602,1.572,1.542,8.679,16.49,20.55,45.72,24.99,1,2000,NA,2.616,33.17,250,182,125,121,78,NA,611,-2.561,13.86,23.42,23.78,23.44,10.79,11.86,20.09,19.78,NA,19.9,10.96,13600,41.66,-90.16,NA,45,NA,NA,22.7,9,5.81,5.67,4.01,F5,F2,0,0,40,122,NA
3651,2017,160,120,345.2,167.8,2000,177.4,3.142,1097,105,1,1,1,67.82,147,396,890,317.4,895.6,0.62,2.325,2.223,9.87,18.96,24.82,53.65,38.83,NA,696.8,44.71,3.72,19.42,235.8,227,247,83,76,173,291,2.398,13.79,22.2,NA,22.57,10.09,10.95,19.32,22.37,20.15,20.08,11.02,12540,41.62,-89.74,2001,NA,9.29,39363,30.3,10,1.94,15.1,20.1,F5,F1,NA,0,10,NA,F1
3660,2017,180,140,NA,376,2000,258,2.868,1142,NA,1,1,1,17.9,149,693,906.8,302.9,881.8,0.628,1.446,1.387,6.7,12.7,16.7,NA,23.44,1,2000,33.44,NA,24.83,250,241,241,98,NA,185,303,2.415,13.77,22.36,21.47,22.16,9.872,11.12,19.5,NA,20.28,NA,10.96,13970,41.67,-89.53,1877,34,9.29,303187,18.9,13,5.81,18.9,4.01,F2,F2,0,0,40,NA,F2
3662,2017,130,90,598.9,322.7,2000,276.2,3.558,1130,107,1,1,1,24.95,150,642.6,829.2,302.8,856.8,0.552,2.383,2.374,12.59,NA,32.86,69.93,49.42,1,2000,4.493,3.958,25.96,250,268,214,112,NA,38,299,2.348,13.51,21.49,22.79,20.52,9.252,11.16,19.84,21.91,19.83,20.65,10.6,14390,41.6,-89.37,2079,48,12.4,125892,NA,10,5.81,22.7,4.01,NA,NA,0,0,NA,122,F2
3675,2018,120,80,611.3,330.6,1963,280.7,NA,1117,108,1,1,1,28.24,146,650.4,752.7,436.3,1005,0.563,2.211,2.189,11.77,21.4,NA,59.32,32.83,1,2000,3.294,3.685,27.04,250,224,103,245,96,NA,430,-2.863,14.72,22.13,23.44,21.17,9.262,12.05,20.97,18.34,21.45,20.75,NA,14470,41.64,-89.2,2134,42,15.5,121718,22.7,9,5.81,NA,4.01,NA,F2,0,0,NA,122,F1
3686,2017,120,80,536.9,248.6,2000,288.3,3.261,1026,NA,1,1,1,28.98,144,616.6,867.9,336.4,923.9,0.621,2.747,2.737,11.65,21.92,28.59,62.16,40.05,1,2000,NA,4.63,21.45,250,201,224,82,86,156,277,2.388,NA,21.89,22.33,22.88,10.53,10.86,19.22,21.76,19.75,20.24,11.33,13950,41.55,-90.03,NA,31,15.5,268482,13.2,5,5.81,5.67,4.01,F5,F2,0,NA,40,NA,F1
3715,2017,140,100,NA,354.8,1834,262.3,3.472,1159,108,NA,1,1,13.11,151,653,847.3,323.1,NA,0.551,1.947,1.912,9.895,18.73,24.36,52.99,33.83,1,2000,3.996,3.179,26.92,250,NA,NA,99,191,26,351,2.308,13.47,21.56,22.71,20.07,9.121,11.39,19.97,21.66,19.52,20.8,10.58,13300,41.51,-89.22,2071,47,6.2,228372,24.6,14,5.81,18.9,4.01,F5,NA,0,NA,48,122,F2
3726,2018,120,80,566.6,301.7,2000,264.9,3.191,1125,103,1,1,1,47.82,142,NA,657.3,413.4,986.7,0.578,2.199,2.197,NA,24.66,30.28,NA,36.79,1,NA,5.139,NA,21.96,250,194,106,85,101,77,562,-2.306,14.02,23.3,24.4,23.62,11.02,11.82,20.01,19.99,19.06,20.54,11.04,13580,41.47,-90.15,1858,58,18.6,400285,22.7,9,5.81,NA,4.01,F3,F2,0,0,40,122,NA
3729,2017,100,60,611.4,433.1,2000,178.4,2.774,1014,103,1,0.9954,1,22.15,145,689.2,871.4,NA,922.5,0.623,3.097,3.084,13.83,NA,38.2,80.66,51.85,1,2000,5.869,5.183,40.23,250,211,NA,79,83,146,289,2.447,14,NA,22.38,23.03,10.53,10.93,19.2,22,19.97,NA,11.33,12500,41.52,-90.02,1908,45,6.2,257855,3.78,7,5.81,15.1,4.01,F3,F2,0,0,50,NA,F1
3731,2017,160,120,690.5,512.8,NA,177.7,2.258,1058,103,1,1,1,11.58,145,778.9,846.8,332.1,985.2,0.613,1.865,1.862,7.719,13.79,NA,39.13,NA,1,2000,3.815,3.149,45.22,250,227,216,78,89,154,294,2.4,13.91,22.1,22.3,22.88,10.5,10.81,19.17,NA,19.53,19.89,11.32,11490,41.49,-89.96,1630,28,9.29,263128,30.3,10,9.68,1.89,8.03,F5,F1,0,0,NA,NA,F1
3749,2018,110,70,608.7,NA,2000,283.2,3.225,1103,105,1,1,1,38.85,144,658.9,749.1,442.7,957.2,0.588,NA,2.555,NA,NA,34.88,NA,40.47,1,NA,3.462,4.238,27.94,250,206,95,162,137,63,440,-2.36,13.94,22.99,23.29,22.09,10.55,12.02,20.26,19.6,NA,19.82,NA,14070,41.44,-89.49,1890,NA,9.29,179509,18.9,13,5.81,11.3,4.01,F5,F2,0,0,40,122,F1
