site_id,year,N_fert_grower,N_fert_reduced,dul_dep,ll15_dep,root_depth,whc,LAI_max,rain_annual,day_sow,swdef_photo_fw,swdef_expan_fw,swdef_pheno_fw,L1,day_v5,sw_dep_v5,biomass_v5,surfaceom_wt_v5,root_wt_v5,lai_v5,oc_20cm_v5,oc_40cm_v5,n_20cm_v5,n_40cm_v5,n_60cm_v5,n_0_60cm_v5,n_deep_v5,esw_pct_v5,water_table_v5,sand_40cm,om_40cm,clay_40cm,restriction,rain_1,rain_2,rain_3,rain_4,rain_5,rain_6,tmean_1,tmean_2,tmean_3,tmean_4,tmean_5,tmean_6,rad_1,rad_2,rad_3,rad_4,rad_5,rad_6,Y_corn_lt_avg,lat,long,P,junk1,junk2,junk3,junk4,junk5,junk6,junk7,junk8,junk9,junk10,junk11,junk12,junk13,junk14,junk15
1176,2018,180,140,614.3,329.2,NA,NA,3.199,1015,106,1,1,1,25.56,142,662.8,671.9,415.2,909.2,0.604,2.241,2.176,9.961,15.1,19.14,44.2,25.88,1,15.82,4.484,3.617,25.47,250,NA,75,78,77,NA,470,-1.212,15.2,23.35,24.95,23.5,11.7,11.86,20.67,20.08,18.44,20.79,11.52,13360,40.88,-89.7,1859,NA,9.29,154089,3.78,7,9.68,11.3,16.1,F5,F2,0,0,20,122,F1
1179,2017,280,240,493.9,NA,2000,256.7,NA,958,106,NA,0.9856,1,26.98,NA,524.6,859.1,304.8,760.2,0.633,1.253,1.123,5.215,10.67,17.31,NA,38.08,1,2000,22.21,1.85,20.14,250,NA,217,97,NA,60,263,3.488,14.58,NA,22.75,23.24,11.11,11.29,19.66,22.28,19.93,20.31,11.6,10850,40.88,-89.58,1588,19,9.29,184737,22.7,NA,9.68,15.1,16.1,F5,F1,0,1721,40,122,F1
1180,2018,190,150,606.8,316,2000,290.8,3.213,1088,106,1,1,1,NA,142,657.9,NA,367.4,903.2,0.596,1.876,1.784,8.265,12.73,NA,37.41,23.08,NA,16.42,NA,2.949,25.65,250,NA,82,97,103,NA,497,-1.255,15.11,23.21,24.88,23.24,NA,11.82,20.7,19.96,18.52,20.74,11.52,NA,40.87,-89.63,1835,45,9.29,260490,24.6,14,5.81,7.56,4.01,F5,F2,0,0,50,122,F2
1184,2018,180,140,621.3,381.5,1895,239.9,3.163,1054,106,0.998,0.9898,1,20.9,142,653.5,697.3,442.1,901.2,0.611,2.129,2.035,9.839,15.28,19.21,44.33,24.77,NA,1380,6.591,3.393,28.89,250,265,67,114,94,NA,459,-1.134,NA,23.18,24.91,23.33,11.81,11.69,20.95,19.72,18.74,20.88,11.54,12670,40.86,-89.33,NA,NA,9.29,145714,24.6,14,5.81,7.56,4.01,F5,NA,99999,0,50,NA,F2
1202,2018,160,120,654.4,424.5,1891,230,NA,944,106,1,1,1,NA,145,676.9,851.6,449.7,948.1,0.624,2.868,2.808,10.92,NA,21.17,49.37,25.74,1,2000,NA,4.62,30.33,250,236,73,84,102,30,419,-1.719,14.37,23.39,NA,22.7,11.14,11.72,20.88,20.21,19.26,20.69,11.09,13320,41.19,-88.44,NA,60,NA,199947,22.7,9,5.81,NA,4.01,F5,NA,0,0,32,122,F1
1218,2018,180,140,479.9,294.5,2000,185.4,NA,895,105,0.9515,0.8976,1,41.33,145,464,842.3,413.9,951.7,0.614,2.105,2.097,10.07,15.04,NA,43.35,22.76,0.9269,2000,31.56,3.417,21.47,250,219,68,42,NA,NA,419,-1.486,14.06,23.31,23.8,23.22,11.49,NA,20.75,20.82,20.02,NA,11.15,NA,41.17,-88.02,1379,29,6.2,195520,24.6,14,5.81,18.9,NA,F5,F2,0,0,40,122,F1
1239,2017,180,140,627.8,411,1774,216.8,3.01,NA,105,1,1,1,10.06,145,NA,784,NA,842.4,0.603,2.777,2.659,10.9,20.54,29.57,61.02,47.28,1,2000,8.365,4.323,33.11,213,NA,220,123,108,77,298,NA,14.12,NA,22.26,22.74,10.65,11.17,19.21,NA,18.99,20.14,11.24,12070,NA,-88.51,1884,48,9.29,227714,18.9,13,5.81,22.7,4.01,F5,F2,NA,NA,60,122,F1
1245,2017,180,140,645.5,408.6,1971,236.9,3.243,1090,105,1,1,1,11.84,145,705,768.7,318.3,837.9,0.6,2.712,2.644,10.16,19.49,28.59,58.24,46.5,1,2000,27.11,4.363,28.25,NA,236,223,133,NA,72,323,2.843,14.1,21.86,22.24,22.72,10.71,11.24,19.01,22.07,18.94,20.59,11.25,12970,41.13,-88.35,1966,25,9.29,144259,22.7,9,9.68,5.67,16.1,F3,NA,0,0,50,122,NA
1253,2017,200,160,304.5,147.7,2000,156.8,2.707,1074,105,1,1,1,113.6,145,356.5,759,336.5,NA,0.5749,1.69,1.687,4.915,7.691,10.58,23.19,28.4,1,2000,68.09,NA,11.93,250,NA,219,104,78,160,258,2.855,14.05,21.77,22.19,22.66,10.71,11.19,18.61,22.08,19.01,19.66,11.29,12050,41.15,-88.17,1756,19,NA,204868,22.7,9,5.81,NA,24.1,NA,NA,0,0,36,122,F1
1255,2017,170,130,458.1,255.3,2000,NA,3.039,1044,106,1,1,1,52.49,148,502.4,888.7,302.8,813.3,0.6189,2.405,NA,8.785,NA,22.35,46.6,41.7,1,2000,42.1,3.647,21.19,250,263,191,108,61,167,NA,2.983,14.22,22.32,21.97,22.5,10.66,11.36,19.07,21.92,19.25,19.12,NA,12690,41.11,-88.03,1880,31,9.29,226756,22.7,9,9.68,1.89,16.1,F3,F2,0,0,NA,122,F1
1264,2018,160,120,570.6,281.4,2000,289.2,3.218,1048,105,1,1,1,35.27,143,622,720.6,NA,924.5,0.599,2.672,NA,13.56,26.63,36.84,NA,50.6,NA,2000,4.54,4.345,27.55,250,241,90,136,121,34,426,-1.645,14.33,23.25,23.88,23.17,11.31,12,20.45,19.73,NA,20.68,11.23,13610,41.07,NA,1800,55,15.5,157486,24.6,NA,5.81,18.9,4.01,F5,F2,7298,0,40,122,F2
1267,2017,180,140,574.7,287,2000,287.7,3.26,1070,105,1,1,1,26.58,145,635.6,833.4,NA,791.6,0.63,NA,2.715,10.24,18.02,25.86,NA,45.39,1,NA,4.807,4.485,27.86,250,287,227,99,89,87,281,3.062,14.41,22.01,22.54,NA,10.95,11.07,19.49,21.82,NA,20.55,11.37,13480,41.09,-88.92,2024,49,15.5,121238,30.3,10,9.68,5.67,20.1,F5,F2,0,0,40,122,F1
1268,2018,160,120,585.6,300.9,2000,284.7,3.219,NA,105,1,1,1,NA,143,637.2,714.5,424.5,923.6,0.596,NA,2.819,NA,17.72,22.3,51.09,28.13,1,2000,4.712,4.663,28.86,250,239,97,122,132,50,415,-1.621,14.28,23.27,23.86,23,NA,11.99,20.35,19.5,18.81,20.78,11.21,13480,41.04,-88.84,1860,57,9.29,226875,11.3,NA,5.81,22.7,4.01,F5,F2,0,0,50,122,F1
1273,2017,180,140,595.2,NA,1893,244.6,3.033,1051,105,1,0.9984,1,13.75,145,647.9,825.8,313.8,804.8,NA,2.644,2.593,NA,13.76,NA,40.34,26.17,1,2000,5.784,4.268,30.08,218.1,280,211,98,90,101,271,3.036,14.34,NA,22.52,22.75,10.91,11.07,19.51,21.77,19.62,20.23,11.37,NA,41.09,-88.75,1841,49,NA,127921,22.7,NA,5.81,5.67,4.01,F5,F2,0,0,NA,122,F1
1283,2017,180,140,637.2,422.7,NA,214.5,2.933,959,105,NA,0.9868,1,2.858,145,685.8,816.5,302.9,810.3,0.607,2.46,NA,11.74,22.85,32.04,66.63,45.66,1,2000,8.395,3.674,32.25,183.3,225,182,NA,94,96,278,2.902,14.17,21.87,22.25,22.72,10.67,11.28,19.35,22.46,18.99,20.21,11.31,10970,41.03,-88.37,1844,28,9.29,251905,28.4,15,9.68,18.9,8.03,F5,F2,0,NA,40,6.57,F1
1298,2018,140,100,637,421,1662,NA,3.01,860,107,0.9987,0.9846,1,6.407,144,636.4,666.1,NA,921.2,0.522,2.422,2.316,19,33.46,42.46,94.92,NA,0.9892,2000,9.742,3.775,29.12,172.6,234,52,88,58,25,403,-1.5,14.51,23.5,NA,22.04,11.04,12.02,21.01,20.5,20.9,20.15,11.01,12400,41.02,-87.98,1411,27,9.29,122038,22.7,9,5.81,NA,4.01,F5,F2,0,0,48,122,F1
1302,2018,160,120,632.6,390.2,1895,242.4,2.906,862,106,0.9569,0.8853,1,17.5,NA,NA,772,365.8,938.4,0.58,2.709,2.647,17.67,31.03,40.18,88.88,51.23,1,2000,27.67,4.381,NA,250,244,NA,47,93,29,396,NA,14.24,23.22,NA,23.13,11.5,12.01,21.05,20.93,19.54,20.64,11.31,13480,40.98,-87.95,1671,43,15.5,350387,22.7,9,5.81,5.67,4.01,F5,F2,0,0,60,122,F1
1308,2018,160,120,NA,302,2000,284.5,3.212,1023,105,1,1,1,NA,143,630.9,731.6,414.6,906.9,0.612,2.855,2.827,12.09,19.01,23.61,54.71,29.12,NA,2000,4.704,4.678,28.94,250,234,82,129,120,51,407,-1.51,14.44,23.18,24.26,23.36,11.51,11.85,20.45,19.55,18.65,20.67,11.42,NA,40.97,-88.91,1825,31,12.4,113530,22.7,9,9.68,5.67,8.03,F5,F2,0,0,45,122,NA
1309,2017,170,130,583.9,310.5,2000,NA,3.257,966,NA,1,NA,1,16.24,144,NA,NA,NA,791.2,0.606,2.855,2.837,11.31,20.37,NA,NA,48.29,1,2000,5.064,4.699,28.98,250,278,197,86,69,83,253,3.238,14.52,21.8,22.66,22.88,11.13,11.22,19.71,21.97,19.73,20.26,11.47,13360,40.99,-88.85,2025,27,9.29,85251,30.3,10,NA,26.5,4.01,F5,F2,0,NA,45,122,F1
1320,2018,130,90,NA,496.3,1734,145,NA,1040,106,0.9817,0.9478,1,17.85,144,653.7,766.8,402,NA,0.603,2.665,2.591,12.03,18.32,NA,52.72,27.66,1,2000,6.195,4.306,41.12,208.8,252,55,NA,145,29,442,-1.684,14.4,23.31,23.78,NA,11.24,11.76,20.87,19.64,18.96,21.12,11.26,10090,40.95,-88.53,1529,21,9.29,NA,NA,9,9.68,NA,NA,F5,F1,0,NA,40,122,F1
1323,2017,180,140,645.6,426.4,1756,219.2,3.009,1014,106,1,0.9994,1,6.505,146,691.1,814.4,313.8,807.9,0.604,2.578,2.425,11.53,22.15,31.34,65.02,46.46,1,2000,NA,3.958,35.21,214.6,261,174,NA,98,74,301,3.123,14.2,22.23,22.26,22.79,10.72,11.38,19.3,22.19,19.28,NA,11.36,11250,40.98,-88.36,NA,29,9.29,185908,18.9,13,5.81,7.56,4.01,F3,F2,0,0,55,122,F2
1325,2017,130,90,638.5,490.7,NA,147.8,2.403,1014,106,0.9952,0.9781,1,7.018,NA,681,814.4,313.8,827.9,0.604,2.57,2.492,NA,21.15,30.14,62.29,45.32,1,2000,6.563,4.126,39.62,196.4,261,174,106,98,74,301,3.123,14.2,22.23,22.26,22.79,NA,11.38,19.3,22.19,19.28,20.46,NA,9763,40.97,-88.41,1646,46,6.2,367251,30.3,10,5.81,5.67,4.01,F3,F2,0,0,40,122,F2
1327,2017,160,120,643.2,425.7,1740,217.5,NA,1010,106,NA,0.9995,1,4.416,146,690.5,NA,315.2,812,0.598,2.565,2.408,11.45,22.29,31.58,65.32,46.47,1,2000,8.144,3.916,34.35,206.6,255,174,NA,88,81,295,3.116,14.14,22.16,22.23,NA,10.72,11.38,NA,22.62,19.15,20.74,11.38,11330,40.91,-88.23,1924,28,NA,130620,3.78,NA,11.6,1.89,20.1,F2,F1,0,0,40,59.1,F1
1332,2018,150,110,536.9,269.3,NA,267.6,3.103,966,106,1,1,1,39.66,144,561.8,741.2,349.1,909.5,0.596,2.912,2.899,15.92,22.67,27.17,65.76,32.85,NA,NA,35.61,4.881,22.84,250,247,53,99,97,NA,434,-1.495,14.39,23.24,23.9,23,NA,11.82,20.73,20.09,19.39,20.8,11.24,13820,NA,-88.14,NA,43,15.5,272165,13.2,5,5.81,5.67,NA,F5,F2,0,0,NA,122,NA
1333,2017,180,140,570.9,NA,2000,NA,3.189,NA,106,1,1,1,28.55,146,632,827.3,310.5,NA,0.606,2.769,2.67,10.05,19.13,NA,57.35,46.76,1,2000,14.89,4.422,31.1,250,266,195,167,96,93,324,3.17,14.21,22.16,22.23,22.82,10.75,NA,19.18,22.16,18.89,19.8,11.33,13010,40.93,-88.11,NA,39,9.29,339442,22.7,9,11.6,13.2,8.03,F3,F2,2176,0,40,122,F1
1340,2018,160,120,507.4,275.9,1928,231.5,2.899,904,NA,0.9821,0.9484,1,29.85,144,513.3,788.9,360.5,928.8,0.597,2.367,NA,11.53,NA,20.28,48.5,27.61,0.9744,2000,36.05,3.879,23.36,250,256,53,74,86,27,408,-1.328,14.4,23.25,23.98,23.31,11.56,11.96,NA,19.98,19.64,20.73,11.37,NA,40.91,-87.91,1610,60,NA,NA,NA,9,13.6,NA,8.03,F5,F2,0,0,35,98.6,NA
1347,2017,150,110,644.8,474.5,1790,170.3,2.678,867,105,0.9774,0.92490000000000006,1,1.329,144,682.8,801.2,NA,781,0.616,NA,2.391,11.96,23.74,34,69.7,NA,1,2000,5,3.981,31.37,250,252,181,75,42,72,245,3.355,14.62,21.9,22.58,22.91,11.14,11.35,NA,22.06,20.68,20.66,11.54,10000,40.87,-88.95,1468,69,9.29,174474,1.89,6,11.6,NA,8.03,F5,F1,NA,0,28,92,NA
1355,2017,200,160,403.3,NA,2000,175,2.973,926,105,1,1,1,NA,144,437.2,816.1,NA,780.1,0.615,1.804,1.779,8.309,16.46,24.94,49.71,41.31,NA,1252,36.3,2.979,NA,250,257,162,78,75,88,266,3.324,14.6,21.88,22.54,22.84,NA,11.36,19.54,22.14,19.49,20.41,11.58,11790,40.85,-88.64,1831,62,15.5,162249,22.7,9,5.81,26.5,NA,F5,F2,0,0,30,122,F1
1359,2017,180,140,593.5,384.8,1909,NA,3.022,991,105,1,1,1,11.15,144,642.9,800.5,NA,795.4,0.601,2.691,2.608,10.47,16.7,21.51,48.67,28.79,1,2000,8.376,4.287,33.15,250,258,168,100,89,86,290,3.195,14.48,21.8,22.5,22.71,NA,NA,19.31,21.85,19.86,NA,11.48,12060,40.86,NA,1905,NA,15.5,388625,1.89,6,5.81,18.9,4.01,F5,F2,0,0,10,122,F2
1372,2018,160,120,561,348,2000,213,2.996,940,105,NA,1,1,29.3,144,584.5,834.7,473.3,NA,0.625,2.912,2.855,14.3,20.9,24.7,59.9,NA,1,2000,25.84,4.687,30.08,NA,228,41,111,112,36,412,-1.383,14.46,23.47,24.06,23.26,11.57,NA,20.94,20.36,NA,21.36,NA,13440,40.83,-88.17,NA,34,15.5,56964,22.7,9,5.81,26.5,4.01,F5,F2,0,0,35,122,F1
1374,2018,160,120,563.9,NA,2000,209.6,NA,940,105,1,1,1,29.66,NA,NA,834.7,473.3,951.7,0.625,2.921,2.857,14.38,20.98,24.78,60.14,NA,1,NA,24.87,4.694,30.65,250,NA,41,111,112,36,412,-1.383,14.46,23.47,24.06,23.26,11.57,NA,20.94,20.36,NA,21.36,11.35,13400,40.82,NA,1730,47,18.6,30575,30.3,10,5.81,18.9,4.01,F5,F2,0,0,50,122,F1
1392,2018,150,110,598.5,389.1,1876,209.4,2.985,975,105,1,1,1,24.41,142,622.1,646.1,412.1,903.5,0.578,2.718,2.635,13.75,21,25.45,60.21,NA,1,2000,6.671,4.327,34.01,250,225,68,136,106,26,414,-1.426,14.51,23.11,NA,23.13,NA,11.95,20.35,20.01,18.73,22.05,11.57,11950,40.77,-88.75,1768,60,9.29,40856,17,11,5.81,5.67,NA,F5,F2,0,0,46,122,F2
1396,2018,180,140,432.6,250.8,2000,181.8,2.987,NA,105,1,1,1,57.1,142,454.5,657.1,NA,906.5,0.579,2.017,2.012,14.68,27.54,37.06,79.27,48.77,1,2000,34.95,3.373,27.23,250,224,63,146,116,27,406,-1.417,NA,23.09,24.49,23.11,NA,12,20.52,NA,NA,NA,11.64,12660,40.82,-88.66,1752,33,9.29,149184,28.4,NA,NA,18.9,4.01,F5,F2,0,1977,50,122,F2
1400,2018,160,120,NA,378,1922,223.3,3.069,1002,105,1,1,1,27.33,143,614.5,753.2,401.5,909.9,0.624,2.702,2.659,13.48,20.19,24.39,NA,28.99,1,2000,23.13,4.378,28.26,250,226,59,157,114,32,NA,-1.362,14.56,23.26,24.52,23.16,11.63,11.97,20.64,19.61,18.87,22.08,11.57,12760,40.77,-88.5,1800,20,9.29,379198,NA,9,9.68,15.1,12,F4,F2,0,0,40,NA,F1
1401,2017,160,120,624.6,402.9,1956,221.7,NA,931,105,1,1,1,8.91,144,674.9,830.5,311.3,796.6,0.62,2.776,2.725,12.45,23.78,33.68,69.91,48.61,1,2000,31.08,4.488,28.84,250,245,153,89,76,80,288,3.429,14.66,NA,22.56,22.93,11.14,11.46,19.35,22.15,20.23,20.32,NA,12470,40.78,-88.51,1982,42,NA,195124,11.3,4,7.75,18.9,NA,F5,F2,0,0,35,105,F1
1434,2018,160,120,280.1,124.2,2000,155.9,2.888,1011,107,1,1,1,84.17,145,NA,749.1,410.6,967.5,0.535,2.247,2.068,9.285,13.31,17.18,NA,35.98,1,2000,68.03,3.371,10.76,250,288,54,NA,95,52,NA,-1.215,14.37,23.42,23.53,22.29,11.24,11.95,21.04,20.28,20.59,19.61,10.79,13280,41.14,-87.53,1708,47,15.5,185673,22.7,9,5.81,7.56,4.01,NA,F2,0,0,50,122,F2
1477,2017,160,120,419.2,201.2,2000,218.1,NA,1158,106,1,1,1,67.01,146,470.2,857.9,317.8,788.2,0.6213,2.428,2.425,8.544,14.35,20.16,43.05,38.91,1,2000,51.58,4.073,16.94,NA,278,176,151,61,91,401,NA,14.38,22.09,22.34,22.92,10.94,11.48,NA,22.84,19.73,20.18,11.35,NA,NA,-87.7,2002,NA,9.29,117833,18.9,13,9.68,7.56,8.03,F5,F1,0,1669,50,122,F1
1481,2017,180,140,339.7,157.1,2000,182.6,2.535,1156,106,1,1,1,91.19,146.7,387.9,787.4,311.7,762.5,0.5514,1.715,1.653,5.716,9.862,14.07,29.65,27.5,1,2000,62.16,2.716,12.86,250,275,194.8,119.2,90,103.1,NA,3.441,14.44,22.18,22.24,22.81,10.87,11.45,19.09,22.67,19.65,20.34,11.43,12450,40.84,-87.62,1696,23,9.29,175266,30.3,10,NA,5.67,8.03,F5,F2,0,0,40,122,F1
1487,2017,170,130,455.7,242.4,2000,213.3,3.12,1185,105,1,1,1,46.02,144,516.4,814.1,320,796.7,0.61,2.385,2.37,7.389,11.45,15.06,33.9,24.34,1,NA,43.75,3.977,18.49,250,268,198,148,66,81,NA,3.483,14.61,21.64,22.5,22.82,11.09,11.49,18.92,22.3,19.98,20.55,11.48,13190,40.74,-87.76,NA,NA,9.29,74631,30.3,10,9.68,11.3,NA,F5,F1,0,0,13,122,F1
1491,2017,170,130,543.1,262.1,NA,281,3.377,1179,107,1,1,1,28.7,147.9,612.5,782.7,300.2,NA,0.5663,2.741,2.661,8.957,14.58,19.17,42.7,28.04,NA,1803,NA,4.403,NA,250,279,212,119,78,97,394,3.671,14.52,22.19,22.45,22.14,10.71,11.53,19.22,22.43,NA,19.53,NA,14110,40.69,-87.6,2040,26,18.6,NA,22.7,9,9.68,20.8,NA,F5,F2,0,0,NA,122,F1
1511,2017,200,160,608.4,327.1,2000,281.3,3.256,861,NA,1,1,1,13.02,142,677.3,808.1,359.1,800.3,0.611,2.59,2.587,10.91,NA,35.43,70.67,49.72,1,NA,2.933,4.304,26.71,250,NA,181,51,NA,56,NA,2.864,14.82,21.32,22.46,24.09,NA,11.05,NA,22.04,20.26,19.55,11.71,13580,40.82,NA,2008,29,15.5,109001,30.3,10,5.81,5.67,4.01,F5,F2,0,0,35,122,F1
1517,2017,190,150,NA,NA,2000,280.5,3.255,858,103,1,NA,1,9.296,143,689.7,859.4,326.7,800,0.629,2.624,2.621,7.943,14.84,20.14,42.93,26.51,1,NA,2.371,4.398,29.08,250,185,191,50,105,63,264,2.774,NA,21.42,22.31,23.71,11,11.07,19.96,21.92,NA,20.18,11.66,13470,40.84,-90.62,NA,90,9.29,47929,NA,NA,5.81,13.2,4.01,NA,F2,0,0,40,122,F1
1535,2017,200,160,614.5,NA,NA,275.8,3.254,853,103,1,0.9993,1,11.53,NA,682.2,843.3,315.3,785.7,0.6253,2.318,2.296,10.72,23.43,33.87,68.03,47.82,1,715.2,3.352,3.811,25.74,250,188,192,38.76,111.2,NA,264,NA,15,20.97,22.39,24.53,11.27,11.04,19.71,NA,20.16,19.63,11.8,13600,40.69,-90.8,2019,55,18.6,153451,22.7,9,5.81,24.6,24.1,F5,F1,0,1887,40,122,F2
1542,2018,170,130,608.4,327.4,NA,NA,NA,1074,104,1,1,NA,40.14,141,638.3,647.6,388.7,936.1,0.579,2.624,2.621,10.57,NA,20.7,NA,27.25,NA,2000,2.905,4.357,NA,250,247,65,53,NA,42,NA,-1.678,14.63,23.42,NA,NA,11.41,12.11,20.62,NA,17.83,21.94,11.57,13590,40.7,-90.72,1748,41,NA,182303,NA,10,5.81,22.7,4.01,F5,F2,0,0,50,122,NA
1565,2018,160,120,610.4,329.9,2000,280.5,3.146,1081,103,1,1,1,28.59,140,636.9,NA,393.3,942.3,0.592,2.624,2.621,10.93,NA,21.17,48.83,26.84,1,NA,2.389,4.396,29,250,233,62,58,105,28,NA,-1.498,14.97,23.71,24.63,24.5,NA,12.18,20.75,19.99,18.31,21.55,11.62,13570,40.66,-90.89,1867,63,9.29,275034,18.9,13,NA,22.7,4.01,F5,F2,0,1740,35,122,F1
1568,2017,200,160,612.7,332.7,2000,280.1,3.252,860,103,1,1,1,13.81,140.9,688.7,NA,352.1,810.3,0.5909,2.623,2.621,11.48,24.95,35.86,72.29,50.45,1,NA,1.787,4.442,31.68,250,187,188.4,47.43,113.7,56.43,267,3.129,15.12,NA,22.51,24.33,NA,11.06,19.8,21.59,20.52,20.23,11.71,13610,40.62,-90.79,2088,25,9.29,251915,18.9,13,9.68,22.7,16.1,F5,F1,NA,NA,NA,122,F1
1629,2018,180,140,635.5,363.5,2000,272,2.652,1180,102,1,0.9921,1,42.11,139,657.7,713.4,379.4,932.4,0.612,2.181,2.119,10.02,14.95,18.73,43.7,NA,1,NA,4.428,3.502,27.45,250,261,50,38,101,36,NA,-1.238,15.2,23.97,NA,25.49,12.38,11.68,20.83,20.76,18.32,21.84,11.8,NA,40.51,-91.32,1538,NA,15.5,181561,30.3,10,1.94,7.56,NA,F5,F2,0,0,NA,NA,F1
1633,2018,160,120,644.9,379,2000,265.9,2.874,1148,102,0.9995,0.9916,1,31.13,NA,670.1,720.9,381.1,938.5,NA,2.574,2.52,11.53,17.09,21.18,49.8,26.87,1,NA,4.419,4.205,29.76,250,257,51,47,96,24,673,-1.159,15.23,23.97,24.76,25.42,12.38,11.88,20.8,20.31,18.44,21.91,11.81,13520,40.51,-91.19,1663,28,9.29,222442,22.7,9,5.81,22.7,4.01,F5,F2,0,0,51,16.4,NA
1637,2018,180,140,614.9,335.6,1984,279.3,NA,1079,101,0.9917,0.9701,1,23.55,139,637.6,726.8,410.9,929.4,0.615,1.937,1.803,12.93,NA,34.16,NA,45.81,1,2000,4.853,2.964,25.97,233.8,239,49,46,NA,12,645,-1.158,15.01,23.97,24.79,25.4,12.46,11.67,20.9,20.26,18.14,22.69,11.68,13280,40.47,-91.13,1767,23,3.1,216853,17,11,5.81,11.3,4.01,F5,F2,0,0,25,122,F1
1645,2018,180,140,658.7,NA,2000,257.6,3.026,1184,103,1,1,1,34.3,140,683.5,678,474.3,930.2,0.607,2.56,2.549,14.46,26.79,36.83,78.09,51.12,1,2000,4,4.256,30.78,250,260,50,70,86,33,685,-1.18,15.24,23.61,NA,24.76,12.06,11.95,20.79,19.76,18.18,22.5,11.66,NA,40.48,-90.85,1821,29,9.29,112754,NA,10,9.68,5.67,16.1,F5,F2,0,0,40,122,F1
1669,2017,240,200,615.7,334.5,2000,281.2,3.248,836,101,1,1,1,8.09,138,659,812.2,359.4,786.5,0.59,2.089,1.979,9.19,15.69,19.78,44.66,23.77,1,NA,4.892,3.274,27.6,NA,166,138,NA,46,52,355,NA,15.66,20.39,22.89,26.06,12.34,10.96,20.29,21.53,NA,20.17,12.01,13270,40.4,NA,1949,20,9.29,91733,30.3,10,9.68,22.7,16.1,F5,F1,0,0,8,122,F1
1683,2017,180,140,614.2,333.9,2000,280.3,3.247,900,102,1,1,NA,23.1,139,664.5,795.4,317.2,767.9,0.589,NA,2.583,12.27,25.27,36.08,73.62,51.82,1,2000,2.147,4.371,31.3,250,198,164,113,40,72,313,3.696,15.52,20.42,22.62,25.31,11.87,11.12,20.14,21.13,20.98,NA,NA,13490,40.37,NA,2057,39,9.29,293291,22.7,9,5.81,13.2,4.01,F5,F2,0,0,50,122,F2
1684,2018,180,140,614.3,333.1,2000,281.2,3.122,1236,102,1,1,1,35.1,138,637.8,626.8,405.9,940.7,0.548,2.47,2.418,10.22,14.78,18.79,43.78,NA,1,2000,3.051,4.066,29.94,250,296,51,85,76,66,662,-1.11,15.03,23.46,24.62,24.71,12.16,11.6,21.04,19.24,18.02,21.67,11.68,13490,40.34,-90.57,1838,34,NA,276221,1.89,6,5.81,9.46,4.01,NA,F2,0,0,40,122,F1
1715,2017,210,170,619.3,338.4,2000,280.9,3.247,888,101,1,1,1,11.06,138,662.3,818.6,336.3,NA,0.595,2.073,2.004,8.463,14.75,NA,NA,23.79,NA,2000,5,3.294,25.39,NA,180,NA,120,33,40,359,3.946,15.7,20.49,22.87,25.86,12.33,NA,NA,21.39,20.93,19.81,12.02,13190,40.27,-90.9,1966,26,9.29,60722,18.9,13,9.68,18.9,16.1,F2,F1,0,0,40,NA,NA
1717,2018,180,140,581,416,1870,165,2.914,1274,102,NA,0.7633,1,NA,138,592.1,617.7,NA,922.5,0.562,1.672,1.551,NA,11.5,NA,33.9,21.09,1,2000,2.704,2.586,NA,250,298,NA,93,NA,49,697,-0.9167,15.2,23.65,24.7,25.22,12.47,11.56,21.06,19.13,NA,21.91,NA,11330,40.3,-90.7,1394,39,9.29,151248,30.3,10,1.94,22.7,12,F5,F1,0,0,35,122,NA
1718,2017,200,160,NA,330.1,2000,284.4,3.239,908,102,1,1,1,16.97,139,670.7,802,307.8,742.1,NA,1.845,1.666,11.41,24.71,34.9,NA,46.45,1,2000,4.411,2.717,22.67,250,184,185,114,37,40,NA,NA,15.63,20.36,22.77,25.46,12.12,11.24,19.95,21.68,20.84,19.39,12.02,13330,40.24,-90.66,2014,44,9.29,476391,30.3,10,1.94,9.46,8.03,F5,F1,0,0,40,122,F1
1733,2017,220,180,644.3,377.6,2000,266.6,3.238,909,102,1,1,1,12.55,139,701.1,833.4,336.5,754,0.628,2.382,2.355,9.741,16.97,22.04,48.75,27.99,1,2000,4.409,3.914,28.73,250,172,167,NA,50,48,383,4.154,15.93,20.51,22.96,26.36,12.5,NA,20.09,21.8,20.47,19.77,12,13320,40.21,-91.09,1955,33,9.29,205950,22.7,9,5.81,5.67,4.01,F5,NA,0,NA,40,122,F1
1737,2017,220,180,638.1,368.4,2000,269.7,3.243,951,102,1,1,NA,21.29,139,693.9,836.4,327.3,741.8,0.627,2.238,2.199,12.42,26.41,37.22,76.05,50.56,1,2000,4.654,NA,27.18,250,181,177,NA,40,45,397,4.14,15.91,20.62,22.85,26.09,12.39,11.11,20.02,21.64,20.73,19.83,11.98,13280,40.18,NA,1967,33,6.2,190290,NA,11,9.68,NA,8.03,F5,F2,0,0,56,122,F1
